wordPairs,English Translation,PairMeanConcreteness,clusters,assocStrength,MeanPairSimilarity,SD,min,max,median,range,skewness,Q1,Q3,primeWord,PrimeMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,MegalexRT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm,targetWord,TargetMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,Megalex_RT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm
surprise-stupeur,surprise shock,"3,48","1,00","0,04","4,40","1,54","1,00","7,00","5,00","6,00","-0,31","3,00","5,00",surprise,"4,00","1,62","1,00","7,00","4,00","6,00","0,08","3,00","5,00",VER,"8,00","1,00","2,50","603,46","499,62","9,97","10,81","98,41","93,59","82,54",stupeur,"2,96","1,43","1,00","6,00","3,00","5,00","0,38","2,00","4,00",NOM,"7,00","1,00","2,10","685,18","648,18","1,57","24,05","4,28","1,08","3,30"
surréel-imaginaire,surreal imaginary,"1,91","1,00","0,01","4,84","1,61","1,00","7,00","5,00","6,00","-0,76","4,00","6,00",surréel,"1,79","1,12","1,00","6,00","1,00","5,00","1,99","1,00","2,00",ADJ,"7,00","0,00","2,65",NA,NA,"0,03","0,07","0,24","0,18","0,00",imaginaire,"2,03","1,34","1,00","7,00","2,00","6,00","1,90","1,00","2,25",ADJ,"10,00","0,00","2,65","682,78",NA,"3,80","12,36","31,88","7,04","8,33"
symbole-allégorie,symbol allegory,"2,78","1,00",NA,"4,19","1,83","1,00","7,00","5,00","6,00","-0,58","3,00","5,50",symbole,"3,21","1,96","1,00","7,00","3,00","6,00","0,55","1,25","4,75",NOM,"7,00","0,00","2,50","574,63","517,70","10,74","12,57","30,85","9,86","29,26",allégorie,"2,34","1,49","1,00","7,00","2,00","6,00","1,32","1,00","3,00",NOM,"9,00","0,00","3,00","818,28","716,43","0,38","1,15","2,73","0,58","0,50"
tablier-blouse,apron gown,"6,33","3,00",NA,"4,47","1,71","1,00","7,00","5,00","6,00","-0,52","4,00","6,00",tablier,"6,53","0,77","4,00","7,00","7,00","3,00","-1,66","6,00","7,00",NOM,"7,00","2,00","1,80","720,46","569,15","4,13","27,16","4,82","2,53","1,46",blouse,"6,13","1,34","1,00","7,00","7,00","6,00","-2,37","6,00","7,00",NOM,"6,00","2,00","1,70","627,74","556,22","5,29","28,51","5,55","2,13","1,34"
tabou-interdit,taboo forbidden,"3,38","1,00","0,18","4,50","1,85","1,00","7,00","5,00","6,00","-0,76","4,00","6,00",tabou,"2,98","1,66","1,00","7,00","3,00","6,00","1,04","2,00","4,00",ADJ,"5,00","2,00","1,80","647,96","560,44","0,78","0,95","9,01","4,59","9,59",interdit,"3,78","2,01","1,00","7,00","4,00","6,00","0,09","2,00","5,00",VER,"8,00","2,00","2,10","693,71","526,28","42,13","24,12","41,62","37,39","49,37"
tâche-travail,task work,"4,50","2,00","0,21","4,61","1,57","1,00","7,00","5,00","6,00","-0,56","4,00","6,00",tâche,"4,54","1,68","1,00","7,00","5,00","6,00","-0,25","3,25","6,00",NOM,"5,00","8,00","1,40","611,96","526,10","25,20","35,95","33,40","9,61","28,32",travail,"4,46","1,89","1,00","7,00","4,00","6,00","0,01","3,00","6,00",NOM,"7,00","1,00","2,00","627,25","506,06","367,43","223,99","445,44","256,90","481,29"
tambour-cymbale,drum cymbal,"6,41","3,00",NA,"3,93","1,94","1,00","7,00","4,00","6,00","-0,27","2,00","5,00",tambour,"6,44","1,25","1,00","7,00","7,00","6,00","-3,45","6,25","7,00",NOM,"7,00","1,00","2,10","616,00","555,12","7,80","10,54","5,95","2,56","2,51",cymbale,"6,38","1,33","1,00","7,00","7,00","6,00","-2,96","6,00","7,00",NOM,"7,00","0,00","2,55","790,94","674,28","0,19","0,14","0,24","0,18","0,03"
tasse-bol,cup bowl,"6,56","3,00","0,03","3,90","1,68","1,00","7,00","4,00","6,00","-0,11","3,00","5,00",tasse,"6,68","0,75","3,00","7,00","7,00","4,00","-3,60","7,00","7,00",NOM,"5,00","14,00","1,05","686,16","519,30","18,52","25,07","72,08","9,28","2,98",bol,"6,44","1,08","2,00","7,00","7,00","5,00","-2,69","6,00","7,00",NOM,"3,00","17,00","1,00","634,40","537,14","16,93","20,07","60,46","33,31","6,02"
tendance-mode,tendency fashion,"3,02","1,00","0,01","5,28","1,41","1,00","7,00","5,00","6,00","-0,81","5,00","6,00",tendance,"2,57","1,44","1,00","7,00","2,00","6,00","1,26","2,00","3,00",NOM,"8,00","0,00","2,50","608,87","565,89","10,95","14,26","79,57","42,16","76,69",mode,"3,46","1,97","1,00","7,00","3,00","6,00","0,33","2,00","5,00",NOM,"4,00","7,00","1,30","636,04","562,79","30,79","46,96","134,41","269,48","77,42"
tennis-ping pong,tennis table tennis,"6,12","3,00",NA,"3,64","1,60","1,00","7,00","4,00","6,00","0,01","2,75","5,00",tennis,"6,14","1,14","3,00","7,00","6,50","4,00","-1,43","6,00","7,00",NOM,"6,00","3,00","1,85","556,96","510,72","11,37","13,24","6,10","23,12","21,25",ping pong,"6,10","1,40","1,00","7,00","7,00","6,00","-2,14","6,00","7,00",NOM,"9,00","0,00","3,90",NA,NA,"2,67","2,36","0,70","1,30","1,08"
tentation-passion,tentation passion,"2,64","1,00",NA,"3,42","1,88","1,00","7,00","3,00","6,00","0,33","2,00","5,00",tentation,"2,78","1,67","1,00","7,00","2,00","6,00","0,78","1,00","4,00",NOM,"9,00","0,00","2,60","668,63","546,26","5,82","16,01","15,44","9,79","9,35",passion,"2,50","1,49","1,00","7,00","2,00","6,00","1,50","1,00","3,00",NOM,"7,00","0,00","1,95","634,39","527,62","30,71","68,72","65,74","30,49","33,55"
tentative-essai,attempt test,"3,36","1,00",NA,"6,06","1,08","2,00","7,00","6,00","5,00","-1,66","6,00","7,00",tentative,"3,37","1,65","1,00","7,00","3,00","6,00","0,54","2,00","4,00",NOM,"9,00","0,00","2,80","682,72","544,57","16,24","14,12","31,64","17,77","51,03",essai,"3,35","1,59","1,00","7,00","3,00","6,00","0,48","2,00","4,00",NOM,"5,00","0,00","1,80","568,30","526,38","20,31","9,93","30,06","42,84","52,70"
ternir-abîmer,tarnish damage,"3,74","1,00",NA,"4,25","1,67","1,00","7,00","5,00","6,00","-0,72","3,00","5,00",ternir,"3,31","1,67","1,00","7,00","3,00","6,00","0,77","2,00","4,25",VER,"6,00","4,00","1,70","766,94",NA,"0,35","1,49","1,55","0,25","1,32",abîmer,"4,17","1,77","1,00","7,00","4,00","6,00","0,13","3,00","5,50",VER,"6,00","2,00","1,80","638,08","555,08","5,40","5,95","1,97","0,65","1,34"
terreur-peur,terror fear,"3,27","1,00","0,32","5,45","1,44","1,00","7,00","6,00","6,00","-1,50","5,00","6,00",terreur,"3,33","1,69","1,00","7,00","3,00","6,00","0,41","2,00","4,50",NOM,"7,00","1,00","1,80","660,43","541,74","13,87","23,78","16,38","3,36","6,40",peur,"3,22","1,93","1,00","7,00","3,00","6,00","0,48","1,00","5,00",NOM,"4,00","8,00","1,40","581,17","492,57","551,83","307,23","227,87","262,47","104,08"
terrier-nid,burrow nest,"6,37","3,00","0,01","3,98","1,97","1,00","7,00","5,00","6,00","-0,39","2,00","5,00",terrier,"6,43","1,01","2,00","7,00","7,00","5,00","-2,69","6,00","7,00",NOM,"7,00","3,00","1,75","705,56","587,40","0,90","2,23","1,49","1,05","0,82",nid,"6,31","1,03","4,00","7,00","7,00","3,00","-1,28","6,00","7,00",NOM,"3,00","7,00","1,55","631,43","535,49","11,07","14,59","11,62","5,31","5,64"
théorie-hypothèse,theory hypothesis,"2,54","1,00","0,08","4,77","1,61","1,00","7,00","5,00","6,00","-1,01","4,00","6,00",théorie,"2,46","1,59","1,00","7,00","2,00","6,00","0,94","1,00","4,00",NOM,"7,00","1,00","2,40","735,25","536,18","27,29","8,04","56,60","21,20","16,81",hypothèse,"2,63","1,29","1,00","5,00","2,50","4,00","0,23","1,75","4,00",NOM,"9,00","0,00","3,20","653,13","567,68","7,47","12,91","25,51","5,27","47,58"
timbre-sceau,stamp seal,"6,22","3,00",NA,"3,19","2,07","1,00","7,00","2,00","6,00","0,41","1,00","5,00",timbre,"6,35","1,08","3,00","7,00","7,00","4,00","-1,67","6,00","7,00",NOM,"6,00","1,00","1,80","592,67","525,13","1,82","13,18","5,25","3,21","3,45",sceau,"6,08","1,06","4,00","7,00","6,00","3,00","-0,90","6,00","7,00",NOM,"5,00","0,00","2,15","660,54","552,11","3,54","3,45","3,46","1,30","2,78"
toile-tissu,canvas fabric,"6,22","3,00",NA,"4,29","1,76","1,00","7,00","5,00","6,00","-0,55","3,00","6,00",toile,"5,80","1,31","1,00","7,00","6,00","6,00","-1,46","5,00","7,00",NOM,"5,00","5,00","1,60","607,74","527,00","11,75","81,35","43,50","19,00","21,95",tissu,"6,63","0,61","5,00","7,00","7,00","2,00","-1,50","6,00","7,00",ADJ,"5,00","3,00","1,70","630,88","524,61","0,60","0,95","52,08","3,94","9,35"
tolérant-indulgent,tolerant indulgent,"2,96","1,00",NA,"5,22","1,13","3,00","7,00","5,00","4,00","-0,57","5,00","6,00",tolérant,"2,97","1,53","1,00","7,00","3,00","6,00","0,74","2,00","4,00",ADJ,"8,00","1,00","2,00","614,71","572,84","1,30","0,74","2,06","1,05","0,85",indulgent,"2,94","1,32","1,00","7,00","3,00","6,00","0,93","2,00","4,00",ADJ,"9,00","0,00","2,40","750,78","671,57","1,89","4,19","1,24","1,37","0,67"
tonneau-baril,cask barrel,"6,49","3,00",NA,"5,53","1,18","2,00","7,00","6,00","5,00","-1,36","5,00","6,00",tonneau,"6,63","0,66","5,00","7,00","7,00","2,00","-1,56","6,00","7,00",NOM,"7,00","1,00","2,05","659,00","538,33","2,94","6,89","2,88","1,34","1,55",baril,"6,34","1,00","2,00","7,00","7,00","5,00","-2,64","6,00","7,00",NOM,"5,00","1,00","1,85","825,45",NA,"1,81","2,03","3,15","1,63","19,87"
tortue-lézard,turtle lizard,"6,64","3,00",NA,"2,54","1,49","1,00","7,00","2,00","6,00","0,75","1,00","3,25",tortue,"6,70","0,67","4,00","7,00","7,00","3,00","-2,49","7,00","7,00",ADJ,"6,00","3,00","1,70","596,13","549,71","0,58","0,34","5,37","4,91","0,94",lézard,"6,59","0,72","4,00","7,00","7,00","3,00","-1,89","6,00","7,00",NOM,"6,00","0,00","1,85","618,70","525,78","4,90","7,50","1,88","1,73","1,02"
tourment-ennui,torment boredom,"2,98","1,00",NA,"3,23","1,98","1,00","7,00","3,00","6,00","0,26","1,00","5,00",tourment,"2,80","1,38","1,00","6,00","3,00","5,00","0,54","2,00","3,00",NOM,"8,00","1,00","1,75","805,52","654,29","2,94","5,41","2,15","0,14","0,18",ennui,"3,15","1,73","1,00","7,00","3,00","6,00","0,92","2,00","4,00",NOM,"5,00","1,00","1,85","660,64","525,65","14,76","38,24","17,96","14,34","3,30"
tournevis-marteau,screwdriver hammer,"6,73","3,00","0,09","3,55","1,80","1,00","7,00","4,00","6,00","0,06","2,00","5,00",tournevis,"6,80","0,40","6,00","7,00","7,00","1,00","-1,60","7,00","7,00",NOM,"9,00","0,00","2,55","742,04","583,21","3,46","3,24","1,12","2,06","0,79",marteau,"6,65","0,79","3,00","7,00","7,00","4,00","-3,16","7,00","7,00",NOM,"7,00","1,00","1,90","664,25","563,11","11,84","13,31","6,19","6,65","4,59"
tour-rotation,turn rotation,"4,45","2,00",NA,"4,35","1,79","1,00","7,00","5,00","6,00","-0,67","3,00","5,50",tour,"4,98","1,82","1,00","7,00","6,00","6,00","-0,56","3,50","6,50",NOM,"4,00","11,00","1,30","657,12","504,07","175,56","280,27","230,57","221,94","355,35",rotation,"3,92","2,04","1,00","7,00","4,00","6,00","0,23","2,00","5,00",NOM,"8,00","3,00","1,80","665,05","625,86","2,08","3,38","4,61","2,56","3,54"
tracteur-voiture,tractor car,"6,65","3,00",NA,"3,80","1,87","1,00","7,00","4,00","6,00","0,00","2,00","5,00",tracteur,"6,69","0,60","4,00","7,00","7,00","3,00","-2,44","6,00","7,00",ADJ,"8,00","1,00","1,80","677,63","579,40","0,57","0,34","3,06","2,75","3,62",voiture,"6,62","1,14","1,00","7,00","7,00","6,00","-3,74","7,00","7,00",NOM,"7,00","3,00","1,75","624,00","496,91","388,87","221,15","112,85","136,25","166,28"
trahison-infidélité,treason infidelity,"3,35","1,00",NA,"4,74","1,60","1,00","7,00","5,00","6,00","-0,78","4,00","6,00",trahison,"3,09","1,83","1,00","7,00","3,00","6,00","1,14","2,00","4,00",NOM,"8,00","0,00","2,55","648,87","565,60","16,74","15,27","11,83","2,64","4,30",infidélité,"3,60","1,94","1,00","7,00","3,00","6,00","0,35","2,00","5,00",NOM,"10,00","0,00","3,60","656,80",NA,"1,11","1,62","2,43","1,59","1,49"
tranquillité-quiétude,piece quiet,"3,16","1,00",NA,"5,80","1,30","1,00","7,00","6,00","6,00","-1,43","5,00","7,00",tranquillité,"3,32","1,58","1,00","7,00","3,00","6,00","0,62","2,00","4,00",NOM,"12,00","1,00","2,95","673,23",NA,"4,68","10,81","6,70","1,95","8,89",quiétude,"3,00","1,73","1,00","7,00","3,00","6,00","1,04","2,00","3,00",NOM,"8,00","0,00","3,05","785,80","652,05","0,64","5,07","4,46","0,65","1,90"
travail-emploi,work job,"4,95","2,00",NA,"6,02","1,05","2,00","7,00","6,00","5,00","-1,45","5,50","7,00",travail,"4,46","1,89","1,00","7,00","4,00","6,00","0,01","3,00","6,00",NOM,"7,00","1,00","2,00","627,25","506,06","367,43","223,99","445,44","256,90","481,29",emploi,"5,45","1,64","2,00","7,00","6,00","5,00","-0,80","4,00","7,00",NOM,"6,00","0,00","1,85","583,76","504,70","25,96","26,42","101,80","105,84","235,78"
trébucher-tomber,stumble fall,"5,42","2,00","0,48","4,89","1,65","1,00","7,00","5,00","6,00","-0,43","4,00","6,00",trébucher,"5,26","1,69","2,00","7,00","6,00","5,00","-0,59","3,50","7,00",VER,"9,00","3,00","2,35","674,23","618,18","1,14","1,89","1,00","0,58","0,79",tomber,"5,58","1,78","1,00","7,00","6,00","6,00","-1,34","5,00","7,00",VER,"6,00","3,00","1,70","650,57","511,84","180,25","133,18","82,75","102,52","47,00"
trésor-richesse,treasure wealth,"4,25","2,00","0,01","5,11","1,36","1,00","7,00","5,00","6,00","-0,82","5,00","6,00",trésor,"5,11","1,68","1,00","7,00","5,00","6,00","-0,59","4,00","7,00",NOM,"6,00","0,00","2,75","612,95","502,45","44,86","20,14","22,93","7,80","36,13",richesse,"3,38","1,58","1,00","7,00","3,00","6,00","0,49","2,00","4,00",NOM,"8,00","0,00","2,70","609,44","517,55","8,44","14,66","46,87","7,62","18,24"
triangle-pyramide,triangle pyramid,"6,13","3,00","0,02","4,35","1,57","1,00","7,00","4,50","6,00","-0,43","3,25","5,00",triangle,"5,95","1,61","1,00","7,00","7,00","6,00","-1,77","5,00","7,00",NOM,"8,00","0,00","2,40","623,64","550,60","3,42","10,68","7,37","4,12","5,26",pyramide,"6,31","0,90","3,00","7,00","7,00","4,00","-1,62","6,00","7,00",NOM,"8,00","1,00","2,60","668,82","551,38","5,25","4,80","7,19","4,41","3,19"
tribunal-cour,tribunal court,"5,84","3,00",NA,"5,08","1,38","1,00","7,00","5,00","6,00","-0,91","4,75","6,00",tribunal,"5,97","1,13","4,00","7,00","6,00","3,00","-0,66","5,00","7,00",NOM,"8,00","1,00","2,55","634,08","593,58","35,35","15,00","35,92","10,98","173,41",cour,"5,70","1,56","1,00","7,00","6,00","6,00","-1,15","5,00","7,00",NOM,"4,00","10,00","1,15","650,96","545,44","71,80","150,14","83,12","42,19","161,83"
tromperie-leurre,deception lure,"3,16","1,00",NA,"5,36","1,43","1,00","7,00","6,00","6,00","-1,34","5,00","6,00",tromperie,"2,95","1,67","1,00","7,00","3,00","6,00","0,66","2,00","4,00",NOM,"9,00","0,00","2,30","679,40","560,00","1,17","1,69","2,88","0,83","5,38",leurre,"3,38","1,92","1,00","7,00","3,00","6,00","0,45","2,00","5,00",NOM,"6,00","3,00","1,70","809,78","615,91","2,12","2,16","3,43","1,05","1,96"
tromper-tricher,deceive cheat,"3,48","1,00",NA,"5,29","1,22","2,00","7,00","5,00","5,00","-0,39","5,00","6,00",tromper,"3,00","1,88","1,00","7,00","3,00","6,00","0,80","1,00","4,00",VER,"7,00","3,00","1,70","588,96","506,46","27,42","22,16","17,75","16,76","9,38",tricher,"3,95","1,71","1,00","7,00","4,00","6,00","-0,03","2,00","5,00",VER,"7,00","2,00","1,75","618,43","547,61","4,70","4,05","2,52","4,73","1,14"
trou-creux,hole hollow,"5,06","2,00",NA,"4,52","1,57","2,00","7,00","5,00","5,00","-0,11","3,00","6,00",trou,"5,84","1,17","2,00","7,00","6,00","5,00","-1,33","5,00","7,00",NOM,"4,00","4,00","1,60","578,28","531,77","75,32","76,08","32,06","30,49","20,69",creux,"4,28","2,01","1,00","7,00","4,00","6,00","-0,25","3,00","6,00",ADJ,"5,00","3,00","1,70","625,72","553,57","3,32","12,64","22,81","8,02","8,33"
tunnel-couloir,tunel corridor,"6,03","3,00",NA,"3,74","2,02","1,00","7,00","4,00","6,00","-0,09","2,00","5,00",tunnel,"6,03","1,03","4,00","7,00","6,00","3,00","-0,80","5,75","7,00",NOM,"6,00","0,00","2,25","629,83","537,91","15,88","12,30","8,37","9,32","18,24",couloir,"6,04","1,25","2,00","7,00","6,00","5,00","-1,49","5,00","7,00",NOM,"7,00","3,00","1,80","602,87","514,02","24,77","80,47","12,47","8,56","11,31"
tyrannie-dictature,tyranny dictatorship,"3,63","1,00","0,05","5,78","1,17","3,00","7,00","6,00","4,00","-0,77","5,00","7,00",tyrannie,"3,30","1,99","1,00","7,00","3,00","6,00","0,63","2,00","4,25",NOM,"8,00","0,00","2,55","755,87","648,73","2,50","2,43","6,10","2,06","1,67",dictature,"3,97","1,88","1,00","7,00","4,00","6,00","-0,10","2,00","5,00",NOM,"9,00","0,00","3,15","830,50","634,31","3,84","4,86","24,39","11,13","13,91"
unique-seul,unique alone,"3,09","1,00",NA,"4,75","2,03","1,00","7,00","5,00","6,00","-0,68","3,75","6,00",unique,"2,92","1,72","1,00","7,00","3,00","6,00","0,69","2,00","4,00",ADJ,"6,00","3,00","1,60","610,04","513,02","43,12","66,76","101,32","40,20","87,24",seul,"3,25","1,76","1,00","7,00","3,00","6,00","0,62","2,00","4,00",ADJ,"4,00","2,00","1,70","552,70","493,76","461,20","478,58","346,45","354,65","289,62"
utopie-illusion,utopia illusion,"2,33","1,00",NA,"4,22","1,74","1,00","7,00","5,00","6,00","-0,36","3,00","6,00",utopie,"1,80","1,19","1,00","7,00","1,00","6,00","2,37","1,00","2,00",NOM,"6,00","0,00","2,15",NA,NA,"1,16","0,88","8,40","4,41","2,69",illusion,"2,86","1,66","1,00","6,00","3,00","5,00","0,77","2,00","3,00",NOM,"8,00","1,00","2,50","650,65","529,37","11,19","30,27","26,18","7,12","9,12"
vache-chèvre,cow goat,"6,90","3,00",NA,"2,93","1,57","1,00","7,00","3,00","6,00","0,41","2,00","4,00",vache,"6,89","0,31","6,00","7,00","7,00","1,00","-2,68","7,00","7,00",ADJ,"5,00","5,00","1,60","588,81","479,55","3,37","6,35","14,68","31,14","6,46",chèvre,"6,91","0,29","6,00","7,00","7,00","1,00","-3,04","7,00","7,00",NOM,"6,00","0,00","1,90","660,20","504,73","8,26","10,14","12,38","8,31","2,31"
vanité-orgueil,vanity pride,"2,92","1,00","0,07","4,40","1,76","1,00","7,00","4,00","6,00","-0,37","3,50","6,00",vanité,"2,84","1,40","1,00","7,00","2,00","6,00","0,87","2,00","4,00",NOM,"6,00","0,00","1,90","651,70","562,04","5,16","16,49","4,13","0,69","0,53",orgueil,"3,00","1,89","1,00","7,00","2,50","6,00","0,74","1,25","4,00",NOM,"7,00","0,00","2,70","664,79","566,31","11,56","33,24","10,74","2,64","5,06"
vanter-flatter,boast flatter,"3,12","1,00",NA,"4,05","2,01","1,00","7,00","5,00","6,00","-0,30","2,00","6,00",vanter,"3,12","1,55","1,00","7,00","3,00","6,00","0,76","2,00","4,00",VER,"6,00","6,00","1,55","687,59","614,24","4,80","7,50","6,16","3,61","3,86",flatter,"3,13","1,45","1,00","7,00","3,00","6,00","0,96","2,00","4,00",VER,"7,00","3,00","1,70","672,20","573,95","1,53","3,78","2,94","1,59","0,96"
velours-satin,velvet satin,"5,79","3,00","0,02","3,52","1,66","1,00","6,00","4,00","5,00","-0,39","2,00","5,00",velours,"5,48","1,58","1,00","7,00","6,00","6,00","-1,00","5,00","7,00",NOM,"7,00","0,00","2,40","666,96","558,38","4,31","35,88","12,04","2,20","3,33",satin,"6,11","1,49","1,00","7,00","7,00","6,00","-2,13","6,00","7,00",NOM,"5,00","10,00","1,25","637,36","598,95","2,65","8,11","4,43","0,87","0,67"
vengeance-représailles,revenge reprisal,"3,83","1,00",NA,"5,30","1,61","1,00","7,00","6,00","6,00","-1,00","5,00","7,00",vengeance,"3,92","1,81","1,00","7,00","3,50","6,00","0,48","2,00","5,00",NOM,"9,00","0,00","2,65","686,36","559,60","27,85","15,88","14,74","9,54","7,48",représailles,"3,75","1,42","1,00","7,00","4,00","6,00","0,41","3,00","4,50",NOM,"12,00","0,00","4,25","856,96",NA,"3,07","4,86","5,61","1,44","11,14"
vertueux-pieux,righteous pious,"2,33","1,00",NA,"3,40","1,71","1,00","7,00","3,00","6,00","0,51","2,00","5,00",vertueux,"2,56","1,35","1,00","6,00","3,00","5,00","0,46","1,00","3,00",ADJ,"8,00","0,00","2,70","644,05","668,16","2,85","1,69","3,94","0,90","3,54",pieux,"2,10","1,35","1,00","6,00","3,00","5,00","0,46","1,00","3,00",ADJ,"5,00","7,00","1,40","688,39","618,02","1,86","5,54","5,67","1,23","2,02"
veste-jupe,jacket skirt,"6,51","3,00","0,01","2,90","1,83","1,00","7,00","3,00","6,00","0,36","1,00","5,00",veste,"6,56","1,14","1,00","7,00","7,00","6,00","-3,63","7,00","7,00",NOM,"5,00","12,00","1,30","549,38","514,26","36,00","55,68","16,02","21,46","7,63",jupe,"6,45","0,94","2,00","7,00","7,00","5,00","-2,89","6,00","7,00",NOM,"4,00","5,00","1,65","555,80","525,60","10,12","34,05","20,69","16,44","2,43"
vide-absence,vacuum absence,"3,76","1,00",NA,"4,73","1,83","1,00","7,00","5,00","6,00","-0,65","3,00","6,00",vide,"3,43","2,16","1,00","7,00","4,00","6,00","0,26","1,00","5,00",ADJ,"4,00","12,00","1,00","731,11","515,47","48,53","102,84","84,42","67,84","31,68",absence,"4,10","2,01","1,00","7,00","4,00","6,00","0,10","2,50","5,50",NOM,"7,00","1,00","2,20","602,42","521,49","22,02","72,50","85,21","40,28","95,25"
vie-existence,life existence,"3,63","1,00","0,03","5,58","1,45","1,00","7,00","6,00","6,00","-1,40","5,00","7,00",vie,"3,74","2,17","1,00","7,00","4,00","6,00","0,21","2,00","5,50",NOM,"3,00","16,00","1,00","571,96","517,50","986,59","835,47","997,53","628,72","459,25",existence,"3,52","2,20","1,00","7,00","3,00","6,00","0,44","2,00","5,00",NOM,"9,00","0,00","2,65","627,71","588,57","24,66","93,85","96,28","16,76","42,06"
vin-alcool,wine alcohol,"6,30","3,00","0,08","5,31","1,46","1,00","7,00","6,00","6,00","-1,12","5,00","6,00",vin,"6,52","0,81","4,00","7,00","7,00","3,00","-1,61","6,00","7,00",NOM,"3,00","14,00","1,00","589,95","515,26","80,92","99,93","76,81","77,34","31,80",alcool,"6,08","1,12","3,00","7,00","6,00","4,00","-1,25","5,25","7,00",NOM,"6,00","0,00","2,60","577,04","500,15","40,29","39,73","38,56","52,78","46,12"
violent-brusque,violent abrupt,"4,03","2,00","0,01","4,92","1,53","1,00","7,00","5,00","6,00","-0,84","4,00","6,00",violent,"4,09","1,92","1,00","7,00","4,00","6,00","0,27","3,00","5,50",NOM,"7,00","1,00","1,70","697,24","555,05","1,08","2,36","20,23","21,35","21,66",brusque,"3,97","1,69","1,00","7,00","4,00","6,00","-0,50","3,00","5,00",ADJ,"7,00","3,00","1,65","675,67","582,79","1,77","26,76","2,91","0,72","2,48"
virus-parasite,virus parasite,"4,90","2,00",NA,"4,55","1,77","1,00","7,00","5,00","6,00","-0,49","3,00","6,00",virus,"5,09","1,77","1,00","7,00","6,00","6,00","-0,90","4,00","6,00",NOM,"5,00","3,00","1,85","576,29","553,50","23,98","6,42","25,66","14,49","19,93",parasite,"4,71","1,77","2,00","7,00","5,00","5,00","-0,08","3,00","6,25",ADJ,"8,00","1,00","2,30","696,88","589,29","0,69","0,95","4,19","1,59","1,49"
